mlb_game_pk,date_played,away_bats_pi,away_pitch_pi,home_bats_pi,home_pitch_pi,away_bats_pi,away_pitch_pi,home_bats_pi,home_pitch_pi
745000,6/23/2024,0.7110000000000001,0.6748473731477194,0.6799999999999999,0.6739341942264078,0.7110,0.6748,0.6800,0.6739
745001,6/8/2024,0.70000000000000000,0.7356331391440735,0.76500000000000000,0.69796144505160900,0.7000,0.7356,0.7650,0.6980
745002,6/20/2024,0.72000000000000000,0.6746428728999974,0.67700000000000000,0.7017980766164775,0.7200,0.6746,0.6770,0.7018
745003,6/9/2024,0.7030000000000001,0.74447327987781600,0.6910000000000001,0.6541079393720679,0.7030,0.7445,0.6910,0.6541
745004,6/19/2024,0.7190000000000001,0.6464310907172639,0.67700000000000000,0.66815045538979700,0.7190,0.6464,0.6770,0.6682
745005,6/18/2024,0.72400000000000000,0.7248090999479355,0.75700000000000000,0.6834065503683615,0.7240,0.7248,0.7570,0.6834
745006,6/22/2024,0.7070000000000001,0.6863741506601722,0.75700000000000000,0.6584133177039349,0.7070,0.6864,0.7570,0.6584
745007,6/6/2024,0.6839999999999999,0.7469041661435071,0.69400000000000000,0.6711556560255485,0.6840,0.7469,0.6940,0.6712
745008,6/8/2024,0.70000000000000000,0.6754503164704304,0.76500000000000000,0.6735221370640714,0.7000,0.6755,0.7650,0.6735
745009,6/4/2024,0.68800000000000000,0.57268426433609500,0.76700000000000000,0.6566224046509296,0.6880,0.5727,0.7670,0.6566
745010,6/5/2024,0.6839999999999999,0.65239058038678700,0.6990000000000001,0.6911027932255052,0.6840,0.6524,0.6990,0.6911
745011,5/29/2024,0.72400000000000000,0.8524376517531196,0.76800000000000000,0.6905935975806526,0.7240,0.8524,0.7680,0.6906
745012,5/19/2024,0.70600000000000000,0.6728811307543113,0.7090000000000001,0.7026474769012083,0.7060,0.6729,0.7090,0.7026
745013,5/18/2024,0.73800000000000000,0.70863709349593500,0.77500000000000000,0.6455051815431164,0.7380,0.7086,0.7750,0.6455
745014,5/15/2024,0.70400000000000000,0.75772188187577500,0.7110000000000001,0.8650627833799307,0.7040,0.7577,0.7110,0.8651
745015,5/16/2024,0.7070000000000001,0.8062377575256068,0.71400000000000000,0.6436855022887318,0.7070,0.8062,0.7140,0.6437
745016,5/18/2024,0.73800000000000000,0.6418087405091837,0.77500000000000000,0.6929433290762026,0.7380,0.6418,0.7750,0.6929
745017,5/29/2024,0.72400000000000000,0.6881544267745718,0.76800000000000000,0.6653256291210905,0.7240,0.6882,0.7680,0.6653
745018,5/1/2024,0.7070000000000001,0.7420004439370878,0.78100000000000000,0.6560471256112992,0.7070,0.7420,0.7810,0.6560
745019,5/14/2024,0.6990000000000001,0.7558297204346598,0.77500000000000000,0.70302687882056800,0.6990,0.7558,0.7750,0.7030
745020,4/27/2024,0.73900000000000000,0.7026844509707946,0.78200000000000000,0.6263456790123456,0.7390,0.7027,0.7820,0.6263
745021,5/2/2024,0.68500000000000000,0.58695852623456800,0.72400000000000000,0.6693891293891294,0.6850,0.5870,0.7240,0.6694
745022,4/28/2024,0.69000000000000000,0.6702991329479768,0.71800000000000000,0.7518413606739787,0.6900,0.6703,0.7180,0.7518
745023,5/2/2024,0.68500000000000000,0.66700803109915000,0.72400000000000000,0.6603327032136106,0.6850,0.6670,0.7240,0.6603
745024,4/11/2024,0.63700000000000000,0.85100000000000000,0.78600000000000000,0.37200000000000000,0.6370,0.8510,0.7860,0.3720
745025,4/27/2024,0.73900000000000000,0.7046798872078521,0.78200000000000000,0.6959155555555556,0.7390,0.7047,0.7820,0.6959
745026,4/24/2024,0.72800000000000000,0.5747713763145862,0.78200000000000000,0.7549111111111112,0.7280,0.5748,0.7820,0.7549
745027,4/25/2024,0.6699999999999999,0.7160803411554048,0.71000000000000000,0.7279138211382115,0.6700,0.7161,0.7100,0.7279
745028,4/25/2024,0.6699999999999999,0.6262857142857143,0.71000000000000000,0.7350272936837252,0.6700,0.6263,0.7100,0.7350
745029,4/11/2024,0.63700000000000000,1.00100000000000000,0.78600000000000000,0.9790000000000001,0.6370,1.0010,0.7860,0.9790
745030,4/10/2024,0.6679999999999999,0.9790000000000001,0.7909999999999999,0.5369999999999999,0.6680,0.9790,0.7910,0.5370
745031,4/6/2024,0.77100000000000000,0.6399999999999999,0.79500000000000000,1.14300000000000000,0.7710,0.6400,0.7950,1.1430
745032,4/7/2024,0.77200000000000000,0.06900000000000000,0.86600000000000000,0.84600000000000000,0.7720,0.0690,0.8660,0.8460
745033,4/6/2024,0.77100000000000000,1.03800000000000000,0.79500000000000000,0.32200000000000000,0.7710,1.0380,0.7950,0.3220
745034,4/9/2024,0.76900000000000000,1.68900000000000000,0.79200000000000000,0.65700000000000000,0.7690,1.6890,0.7920,0.6570
745035,3/31/2024,0.57700000000000000,0.57700000000000000,1.02600000000000000,1.02600000000000000,0.5770,0.5770,1.0260,1.0260
745036,9/22/2024,0.7090000000000001,0.6566838163140483,0.67500000000000000,0.6586964143529443,0.7090,0.6567,0.6750,0.6587
745037,3/30/2024,0.64100000000000000,0.64100000000000000,0.82100000000000000,0.82100000000000000,0.6410,0.6410,0.8210,0.8210
745038,9/21/2024,0.7090000000000001,0.6882434658822116,0.67500000000000000,0.72090190019570800,0.7090,0.6882,0.6750,0.7209
745039,3/28/2024,0.75400000000000000,1.00000000000000000,0.79200000000000000,1.00000000000000000,0.7540,1.0000,0.7920,1.0000
745040,9/18/2024,0.75100000000000000,0.65956813560418200,0.6759999999999999,0.7003439030872055,0.7510,0.6596,0.6760,0.7003
745041,9/19/2024,0.75100000000000000,0.7239462535411267,0.6759999999999999,0.7432490705435082,0.7510,0.7239,0.6760,0.7432
745042,9/5/2024,0.74800000000000000,0.6959926641414471,0.67700000000000000,0.7166050996806039,0.7480,0.6960,0.6770,0.7166
745043,9/20/2024,0.71000000000000000,0.6835628000801093,0.67500000000000000,0.79504765234670000,0.7100,0.6836,0.6750,0.7950
745044,9/17/2024,0.75300000000000000,0.7181451484148555,0.6739999999999999,0.6777192813351515,0.7530,0.7181,0.6740,0.6777
745045,9/4/2024,0.74700000000000000,0.6611806237247748,0.67500000000000000,0.7475442670179988,0.7470,0.6612,0.6750,0.7475
745046,9/2/2024,0.74900000000000000,0.68343441937263600,0.67700000000000000,0.7507383441236212,0.7490,0.6834,0.6770,0.7507
745047,9/3/2024,0.74900000000000000,0.7390999144321891,0.67700000000000000,0.7556544829101682,0.7490,0.7391,0.6770,0.7557
745048,9/1/2024,0.74600000000000000,0.6648203892076896,0.67900000000000000,0.6873497924338037,0.7460,0.6648,0.6790,0.6873
745049,8/17/2024,0.77100000000000000,0.7223187505976773,0.67900000000000000,0.8391325449247693,0.7710,0.7223,0.6790,0.8391
745050,8/31/2024,0.74600000000000000,0.7709842187024595,0.6759999999999999,0.7021307969335948,0.7460,0.7710,0.6760,0.7021
745051,8/18/2024,0.76800000000000000,0.6472663302318116,0.6819999999999999,0.6785390358440868,0.7680,0.6473,0.6820,0.6785
745052,8/30/2024,0.74300000000000000,0.7839489703904152,0.67500000000000000,0.7008736837458954,0.7430,0.7839,0.6750,0.7009
745053,8/14/2024,0.74400000000000000,0.6572183344234745,0.68300000000000000,0.7584474306423504,0.7440,0.6572,0.6830,0.7584
745054,8/16/2024,0.77100000000000000,0.7608315861282693,0.67900000000000000,0.6789159244259642,0.7710,0.7608,0.6790,0.6789
745055,8/13/2024,0.74400000000000000,0.7279704155348173,0.68500000000000000,0.72108597717637400,0.7440,0.7280,0.6850,0.7211
745056,8/10/2024,0.77300000000000000,0.6432388833393149,0.68800000000000000,0.4910391423390501,0.7730,0.6432,0.6880,0.4910
745057,8/11/2024,0.77500000000000000,0.70313052262798800,0.68800000000000000,0.8835722042017654,0.7750,0.7031,0.6880,0.8836
745058,8/12/2024,0.74300000000000000,0.6734390300355715,0.68700000000000000,0.6696273546346967,0.7430,0.6734,0.6870,0.6696
745059,7/27/2024,0.7010000000000001,0.6964951685417999,0.6859999999999999,0.7716969087572019,0.7010,0.6965,0.6860,0.7717
745060,7/30/2024,0.6539999999999999,0.80305788533463800,0.6859999999999999,0.7141085211216172,0.6540,0.8031,0.6860,0.7141
745061,7/31/2024,0.6559999999999999,0.8173741031546413,0.68800000000000000,0.6413156832043232,0.6560,0.8174,0.6880,0.6413
745062,8/9/2024,0.77300000000000000,0.7066846174236192,0.69000000000000000,0.7535572528603992,0.7730,0.7067,0.6900,0.7536
745063,7/28/2024,0.69800000000000000,0.6426970651891872,0.68800000000000000,0.7848013981363182,0.6980,0.6427,0.6880,0.7848
745064,7/12/2024,0.73000000000000000,0.80110935174154600,0.68300000000000000,0.6866296324840846,0.7300,0.8011,0.6830,0.6866
745065,7/11/2024,0.75500000000000000,0.6775197259075426,0.68100000000000000,0.69473956624540900,0.7550,0.6775,0.6810,0.6947
745066,7/14/2024,0.72800000000000000,0.7568329021808167,0.6839999999999999,0.6981959953461173,0.7280,0.7568,0.6840,0.6982
745067,7/13/2024,0.72700000000000000,0.7495302350629595,0.6839999999999999,0.7662236935840966,0.7270,0.7495,0.6840,0.7662
745068,7/26/2024,0.7050000000000001,0.6737781023896686,0.68700000000000000,0.7869225527522641,0.7050,0.6738,0.6870,0.7869
745069,7/10/2024,0.75800000000000000,0.7057970090283504,0.68100000000000000,0.7300963627093261,0.7580,0.7058,0.6810,0.7301
745070,6/28/2024,0.6739999999999999,0.65681664404941600,0.6779999999999999,0.7250365940053726,0.6740,0.6568,0.6780,0.7250
745071,6/29/2024,0.67100000000000000,0.6837826731119576,0.67900000000000000,0.7622049914626863,0.6710,0.6838,0.6790,0.7622
745072,6/30/2024,0.67500000000000000,0.7790365620349924,0.6759999999999999,0.7127780856099333,0.6750,0.7790,0.6760,0.7128
745073,6/26/2024,0.67100000000000000,0.6297922566239172,0.6799999999999999,0.7143210918427223,0.6710,0.6298,0.6800,0.7143
745074,7/9/2024,0.75900000000000000,0.72843506490805900,0.68100000000000000,0.7096675630343385,0.7590,0.7284,0.6810,0.7097
745075,6/13/2024,0.68700000000000000,0.6839652977425547,0.6599999999999999,0.7483792797608616,0.6870,0.6840,0.6600,0.7484
745076,6/25/2024,0.67100000000000000,0.67287236428034500,0.6759999999999999,0.7599429138035747,0.6710,0.6729,0.6760,0.7599
745077,6/11/2024,0.6859999999999999,0.7021624969053852,0.6579999999999999,0.7244480648943952,0.6860,0.7022,0.6580,0.7244
745078,6/24/2024,0.6719999999999999,0.50831149148437700,0.67500000000000000,0.7167095757557483,0.6720,0.5083,0.6750,0.7167
745079,6/12/2024,0.6859999999999999,0.6597707207522574,0.65900000000000000,0.7585811051041627,0.6860,0.6598,0.6590,0.7586
745080,6/10/2024,0.76400000000000000,0.5848331596551802,0.66100000000000000,0.6557653502761855,0.7640,0.5848,0.6610,0.6558
745081,5/30/2024,0.67900000000000000,0.6255024310660642,0.6619999999999999,0.6875003400096622,0.6790,0.6255,0.6620,0.6875
745082,6/8/2024,0.75800000000000000,0.6299095738379739,0.67100000000000000,0.7660691735199974,0.7580,0.6299,0.6710,0.7661
745083,6/7/2024,0.75600000000000000,0.6480837890788562,0.6699999999999999,0.7438671042833358,0.7560,0.6481,0.6700,0.7439
745084,5/29/2024,0.68100000000000000,0.78797331750360700,0.6579999999999999,0.65554209276723300,0.6810,0.7880,0.6580,0.6555
745085,6/9/2024,0.75900000000000000,0.6743111533031407,0.6639999999999999,0.7206143864421898,0.7590,0.6743,0.6640,0.7206
745086,5/25/2024,0.72700000000000000,0.6365497237675116,0.6659999999999999,0.7507329527349382,0.7270,0.6365,0.6660,0.7507
745087,5/24/2024,0.72200000000000000,0.61077327093618000,0.67100000000000000,0.6928228435739419,0.7220,0.6108,0.6710,0.6928
745088,5/26/2024,0.73000000000000000,0.6787703976451323,0.66500000000000000,0.6824754230280428,0.7300,0.6788,0.6650,0.6825
745089,5/22/2024,0.72400000000000000,0.6819871916508539,0.6699999999999999,0.6483005280177858,0.7240,0.6820,0.6700,0.6483
745090,5/21/2024,0.72600000000000000,0.6474459501676275,0.6739999999999999,0.7146689039404368,0.7260,0.6474,0.6740,0.7147
745091,5/28/2024,0.68300000000000000,0.7092024310660642,0.6639999999999999,0.7108379909630445,0.6830,0.7092,0.6640,0.7108
745092,5/12/2024,0.7410000000000001,0.6137680792248172,0.6819999999999999,0.7534644247929576,0.7410,0.6138,0.6820,0.7535
745093,5/20/2024,0.72600000000000000,0.5750379626858226,0.6799999999999999,0.6193580846015236,0.7260,0.5750,0.6800,0.6194
745094,5/10/2024,0.75100000000000000,0.7350934129699662,0.67900000000000000,0.6816164680390033,0.7510,0.7351,0.6790,0.6816
745095,5/7/2024,0.59300000000000000,0.7931799501884546,0.68300000000000000,0.7146498516320474,0.5930,0.7932,0.6830,0.7146
745096,5/11/2024,0.74800000000000000,0.6443220799178563,0.6759999999999999,0.6967522039456002,0.7480,0.6443,0.6760,0.6968
745097,5/8/2024,0.5900000000000001,0.7469136753966554,0.6859999999999999,0.7106052355471619,0.5900,0.7469,0.6860,0.7106
745098,5/6/2024,0.5980000000000001,0.7113048833376703,0.6719999999999999,0.7712669565217392,0.5980,0.7113,0.6720,0.7713
745099,4/24/2024,0.6519999999999999,0.6803366359990564,0.65700000000000000,0.6161275476660093,0.6520,0.6803,0.6570,0.6161
745100,5/4/2024,0.69000000000000000,0.6815267944391894,0.6659999999999999,0.7077558123908076,0.6900,0.6815,0.6660,0.7078
745101,5/3/2024,0.68500000000000000,0.6628471236601832,0.65500000000000000,0.6995685857895214,0.6850,0.6628,0.6550,0.6996
745102,4/23/2024,0.6479999999999999,0.7371777777777778,0.6619999999999999,0.63553539094650200,0.6480,0.7372,0.6620,0.6355
745103,5/5/2024,0.68500000000000000,0.6003514355669849,0.6639999999999999,0.6179020710506424,0.6850,0.6004,0.6640,0.6179
745104,4/18/2024,0.70600000000000000,1.06600000000000000,0.67900000000000000,0.66200000000000000,0.7060,1.0660,0.6790,0.6620
745105,4/17/2024,0.70200000000000000,0.40900000000000003,0.6719999999999999,0.63400000000000000,0.7020,0.4090,0.6720,0.6340
745106,4/15/2024,0.7010000000000001,0.75400000000000000,0.6950000000000001,0.8320000000000001,0.7010,0.7540,0.6950,0.8320
745107,4/22/2024,0.63900000000000000,0.47300000000000000,0.66700000000000000,0.6822409356725146,0.6390,0.4730,0.6670,0.6822
745108,4/16/2024,0.7190000000000001,0.83900000000000000,0.6839999999999999,0.59700000000000000,0.7190,0.8390,0.6840,0.5970
745109,4/1/2024,0.89700000000000000,0.89700000000000000,0.7150000000000001,0.7150000000000001,0.8970,0.8970,0.7150,0.7150
745110,4/13/2024,0.6539999999999999,0.77600000000000000,0.67900000000000000,0.52500000000000000,0.6540,0.7760,0.6790,0.5250
745111,4/2/2024,0.88300000000000000,0.88300000000000000,0.7230000000000001,0.97200000000000000,0.8830,0.8830,0.7230,0.9720
745112,4/12/2024,0.6619999999999999,0.6040000000000001,0.68800000000000000,1.00000000000000000,0.6620,0.6040,0.6880,1.0000
745113,4/14/2024,0.70000000000000000,0.60700000000000000,0.6739999999999999,0.6739999999999999,0.7000,0.6070,0.6740,0.6740
745114,4/3/2024,0.8140000000000001,0.67300000000000000,0.70600000000000000,0.56000000000000000,0.8140,0.6730,0.7060,0.5600
745115,3/31/2024,0.63700000000000000,0.63700000000000000,0.79200000000000000,0.82900000000000000,0.6370,0.6370,0.7920,0.8290
745116,3/28/2024,0.74700000000000000,1.00000000000000000,0.77800000000000000,1.00000000000000000,0.7470,1.0000,0.7780,1.0000
745117,3/29/2024,0.90600000000000000,0.90600000000000000,0.71000000000000000,0.71000000000000000,0.9060,0.9060,0.7100,0.7100
745118,9/22/2024,0.7070000000000001,0.7436925358377102,0.70000000000000000,0.6876411447362047,0.7070,0.7437,0.7000,0.6876
745119,3/30/2024,0.72300000000000000,0.72300000000000000,0.74700000000000000,0.74700000000000000,0.7230,0.7230,0.7470,0.7470
745120,9/19/2024,0.6759999999999999,0.6761192201483938,0.7010000000000001,0.6906205178256732,0.6760,0.6761,0.7010,0.6906
745121,9/18/2024,0.6739999999999999,0.7992421540315182,0.69800000000000000,0.6857141174526288,0.6740,0.7992,0.6980,0.6857
745122,9/17/2024,0.6739999999999999,0.7164878051050593,0.6990000000000001,0.7154320163408843,0.6740,0.7165,0.6990,0.7154
745123,9/21/2024,0.7050000000000001,0.7410936057083559,0.70000000000000000,0.7227761584449643,0.7050,0.7411,0.7000,0.7228
745124,9/21/2024,0.7050000000000001,0.6769470059971321,0.70000000000000000,0.76154020619678800,0.7050,0.6769,0.7000,0.7615
745125,9/7/2024,0.6739999999999999,0.6033697580457467,0.7050000000000001,0.7324434489838396,0.6740,0.6034,0.7050,0.7324
745126,9/10/2024,0.70400000000000000,0.5920843993424894,0.70200000000000000,0.6967897174281212,0.7040,0.5921,0.7020,0.6968
745127,9/11/2024,0.7030000000000001,0.57333997100588600,0.7010000000000001,0.7228916506872249,0.7030,0.5733,0.7010,0.7229
745128,9/8/2024,0.6739999999999999,0.6743995892147321,0.7030000000000001,0.7541547380339351,0.6740,0.6744,0.7030,0.7542
745129,9/12/2024,0.7010000000000001,0.6299063299377722,0.7010000000000001,0.6949477068558348,0.7010,0.6299,0.7010,0.6949
745130,9/16/2024,0.6759999999999999,0.6300228135774772,0.70000000000000000,0.6963611707555573,0.6760,0.6300,0.7000,0.6964
745131,9/7/2024,0.6739999999999999,0.6273645503943156,0.7050000000000001,0.6894357165827016,0.6740,0.6274,0.7050,0.6894
745132,8/27/2024,0.74500000000000000,0.6556041533178995,0.70000000000000000,0.7515268225036498,0.7450,0.6556,0.7000,0.7515
745133,8/26/2024,0.74400000000000000,0.77592058531462800,0.6990000000000001,0.7344482244960151,0.7440,0.7759,0.6990,0.7344
745134,8/28/2024,0.74500000000000000,0.7427077008897647,0.7010000000000001,0.6776458177986415,0.7450,0.7427,0.7010,0.6776
745135,8/29/2024,0.74500000000000000,0.66832202995827300,0.70200000000000000,0.7022350056984367,0.7450,0.6683,0.7020,0.7022
745136,8/20/2024,0.7370000000000001,0.7335332039350724,0.6990000000000001,0.68975953572818900,0.7370,0.7335,0.6990,0.6898
745137,8/22/2024,0.7370000000000001,0.6901649536120782,0.7010000000000001,0.7641416978582986,0.7370,0.6902,0.7010,0.7641
745138,8/21/2024,0.7370000000000001,0.6716795669931905,0.69800000000000000,0.7336955088480154,0.7370,0.6717,0.6980,0.7337
745139,8/18/2024,0.76500000000000000,0.71227682055394800,0.7010000000000001,0.6880902558080637,0.7650,0.7123,0.7010,0.6881
745140,8/17/2024,0.76600000000000000,0.8149950706113278,0.6970000000000001,0.6991473125319971,0.7660,0.8150,0.6970,0.6991
745141,8/6/2024,0.69000000000000000,0.8469341486794479,0.69600000000000000,0.6864013558158308,0.6900,0.8469,0.6960,0.6864
745142,8/7/2024,0.6890000000000001,0.6471387957972102,0.69800000000000000,0.6877115302484964,0.6890,0.6471,0.6980,0.6877
745143,8/8/2024,0.68800000000000000,0.7112042160615729,0.69800000000000000,0.71902574137150600,0.6880,0.7112,0.6980,0.7190
745144,8/17/2024,0.76600000000000000,0.7457310063411888,0.6970000000000001,0.7613148325214083,0.7660,0.7457,0.6970,0.7613
745145,7/28/2024,0.6819999999999999,0.7447397364363323,0.69800000000000000,0.7588838167461662,0.6820,0.7447,0.6980,0.7589
745146,7/27/2024,0.67500000000000000,0.7179716640670282,0.6970000000000001,0.6831614255627063,0.6750,0.7180,0.6970,0.6832
745147,7/29/2024,0.69200000000000000,0.6548448195112986,0.6990000000000001,0.7119461254000754,0.6920,0.6548,0.6990,0.7119
745148,7/31/2024,0.6910000000000001,0.6986009911990694,0.70000000000000000,0.7088289626744091,0.6910,0.6986,0.7000,0.7088
745149,7/30/2024,0.69400000000000000,0.68489301958908100,0.6970000000000001,0.7353082050129527,0.6940,0.6849,0.6970,0.7353
745150,7/27/2024,0.67500000000000000,0.6926133967389441,0.6970000000000001,0.7244622242963011,0.6750,0.6926,0.6970,0.7245
745151,7/14/2024,0.69000000000000000,0.6579428679043811,0.6950000000000001,0.7312785884055517,0.6900,0.6579,0.6950,0.7313
745152,7/13/2024,0.6890000000000001,0.6481767153093909,0.69400000000000000,0.7288964353851832,0.6890,0.6482,0.6940,0.7289
745153,7/13/2024,0.6890000000000001,0.7808417501902849,0.69400000000000000,0.6540469940207184,0.6890,0.7808,0.6940,0.6540
745154,6/30/2024,0.68800000000000000,0.6689942207800618,0.68500000000000000,0.7101362945523013,0.6880,0.6690,0.6850,0.7101
745155,7/10/2024,0.7130000000000001,0.6939329116745053,0.69400000000000000,0.7194849285280078,0.7130,0.6939,0.6940,0.7195
745156,7/10/2024,0.7130000000000001,0.66451331637218500,0.69400000000000000,0.6630348742773872,0.7130,0.6645,0.6940,0.6630
745157,6/26/2024,0.72000000000000000,0.6127978373295722,0.69000000000000000,0.6835941138714682,0.7200,0.6128,0.6900,0.6836
745158,6/26/2024,0.72000000000000000,0.8035686346412418,0.69000000000000000,0.7209804774916964,0.7200,0.8036,0.6900,0.7210
